Date,Plt,Well,WellID,Time_h,RawOD,Col,Row,Cpd,Qrt,uM,Species,Strain,Nick,Dil
2022-05-04,3,M9,1-3-M9,14.06,0.524,9,M,Azithromycin,1,1,S. flexneri,M90T,Sf,1000x
2022-05-04,3,M9,1-3-M9,15.14,0.529,9,M,Azithromycin,1,1,S. flexneri,M90T,Sf,1000x
2022-05-04,4,M1,1-4-M1,0,0.217,1,M,Azithromycin,1,100,S. flexneri,M90T,Sf,100x
2022-05-04,4,M1,1-4-M1,1.08,0.233,1,M,Azithromycin,1,100,S. flexneri,M90T,Sf,100x
2022-05-04,4,M1,1-4-M1,2.16,0.213,1,M,Azithromycin,1,100,S. flexneri,M90T,Sf,100x
2022-05-04,4,M1,1-4-M1,3.24,0.213,1,M,Azithromycin,1,100,S. flexneri,M90T,Sf,100x
2022-05-04,4,M1,1-4-M1,4.32,0.212,1,M,Azithromycin,1,100,S. flexneri,M90T,Sf,100x
2022-05-04,4,M1,1-4-M1,5.41,0.211,1,M,Azithromycin,1,100,S. flexneri,M90T,Sf,100x
2022-05-04,4,M1,1-4-M1,6.49,0.21,1,M,Azithromycin,1,100,S. flexneri,M90T,Sf,100x
2022-05-04,4,M1,1-4-M1,7.57,0.21,1,M,Azithromycin,1,100,S. flexneri,M90T,Sf,100x
2022-05-04,4,M1,1-4-M1,8.65,0.209,1,M,Azithromycin,1,100,S. flexneri,M90T,Sf,100x
2022-05-04,4,M1,1-4-M1,9.73,0.209,1,M,Azithromycin,1,100,S. flexneri,M90T,Sf,100x
2022-05-04,4,M1,1-4-M1,10.82,0.208,1,M,Azithromycin,1,100,S. flexneri,M90T,Sf,100x
2022-05-04,4,M1,1-4-M1,11.9,0.208,1,M,Azithromycin,1,100,S. flexneri,M90T,Sf,100x
2022-05-04,4,M1,1-4-M1,12.98,0.208,1,M,Azithromycin,1,100,S. flexneri,M90T,Sf,100x
2022-05-04,4,M1,1-4-M1,14.06,0.207,1,M,Azithromycin,1,100,S. flexneri,M90T,Sf,100x
2022-05-04,4,M1,1-4-M1,15.14,0.208,1,M,Azithromycin,1,100,S. flexneri,M90T,Sf,100x
2022-05-04,4,M11,1-4-M11,0,0.209,11,M,Azithromycin,1,0.3,S. flexneri,M90T,Sf,100x
2022-05-04,4,M11,1-4-M11,1.08,0.221,11,M,Azithromycin,1,0.3,S. flexneri,M90T,Sf,100x
2022-05-04,4,M11,1-4-M11,2.16,0.253,11,M,Azithromycin,1,0.3,S. flexneri,M90T,Sf,100x
2022-05-04,4,M11,1-4-M11,3.24,0.319,11,M,Azithromycin,1,0.3,S. flexneri,M90T,Sf,100x
2022-05-04,4,M11,1-4-M11,4.32,0.377,11,M,Azithromycin,1,0.3,S. flexneri,M90T,Sf,100x
2022-05-04,4,M11,1-4-M11,5.41,0.42,11,M,Azithromycin,1,0.3,S. flexneri,M90T,Sf,100x
2022-05-04,4,M11,1-4-M11,6.49,0.456,11,M,Azithromycin,1,0.3,S. flexneri,M90T,Sf,100x
2022-05-04,4,M11,1-4-M11,7.57,0.488,11,M,Azithromycin,1,0.3,S. flexneri,M90T,Sf,100x
2022-05-04,4,M11,1-4-M11,8.65,0.502,11,M,Azithromycin,1,0.3,S. flexneri,M90T,Sf,100x
2022-05-04,4,M11,1-4-M11,9.73,0.522,11,M,Azithromycin,1,0.3,S. flexneri,M90T,Sf,100x
2022-05-04,4,M11,1-4-M11,10.82,0.53,11,M,Azithromycin,1,0.3,S. flexneri,M90T,Sf,100x
2022-05-04,4,M11,1-4-M11,11.9,0.54,11,M,Azithromycin,1,0.3,S. flexneri,M90T,Sf,100x
2022-05-04,4,M11,1-4-M11,12.98,0.539,11,M,Azithromycin,1,0.3,S. flexneri,M90T,Sf,100x
2022-05-04,4,M11,1-4-M11,14.06,0.547,11,M,Azithromycin,1,0.3,S. flexneri,M90T,Sf,100x
2022-05-04,4,M11,1-4-M11,15.14,0.551,11,M,Azithromycin,1,0.3,S. flexneri,M90T,Sf,100x
2022-05-04,4,M13,1-4-M13,0,0.209,13,M,Azithromycin,1,0.1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M13,1-4-M13,1.08,0.22,13,M,Azithromycin,1,0.1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M13,1-4-M13,2.16,0.253,13,M,Azithromycin,1,0.1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M13,1-4-M13,3.24,0.314,13,M,Azithromycin,1,0.1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M13,1-4-M13,4.32,0.369,13,M,Azithromycin,1,0.1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M13,1-4-M13,5.41,0.412,13,M,Azithromycin,1,0.1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M13,1-4-M13,6.49,0.444,13,M,Azithromycin,1,0.1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M13,1-4-M13,7.57,0.476,13,M,Azithromycin,1,0.1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M13,1-4-M13,8.65,0.488,13,M,Azithromycin,1,0.1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M13,1-4-M13,9.73,0.505,13,M,Azithromycin,1,0.1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M13,1-4-M13,10.82,0.517,13,M,Azithromycin,1,0.1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M13,1-4-M13,11.9,0.529,13,M,Azithromycin,1,0.1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M13,1-4-M13,12.98,0.526,13,M,Azithromycin,1,0.1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M13,1-4-M13,14.06,0.54,13,M,Azithromycin,1,0.1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M13,1-4-M13,15.14,0.544,13,M,Azithromycin,1,0.1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M15,1-4-M15,0,0.189,15,M,Azithromycin,1,0.03,S. flexneri,M90T,Sf,100x
2022-05-04,4,M15,1-4-M15,1.08,0.204,15,M,Azithromycin,1,0.03,S. flexneri,M90T,Sf,100x
2022-05-04,4,M15,1-4-M15,2.16,0.241,15,M,Azithromycin,1,0.03,S. flexneri,M90T,Sf,100x
2022-05-04,4,M15,1-4-M15,3.24,0.314,15,M,Azithromycin,1,0.03,S. flexneri,M90T,Sf,100x
2022-05-04,4,M15,1-4-M15,4.32,0.371,15,M,Azithromycin,1,0.03,S. flexneri,M90T,Sf,100x
2022-05-04,4,M15,1-4-M15,5.41,0.408,15,M,Azithromycin,1,0.03,S. flexneri,M90T,Sf,100x
2022-05-04,4,M15,1-4-M15,6.49,0.434,15,M,Azithromycin,1,0.03,S. flexneri,M90T,Sf,100x
2022-05-04,4,M15,1-4-M15,7.57,0.457,15,M,Azithromycin,1,0.03,S. flexneri,M90T,Sf,100x
2022-05-04,4,M15,1-4-M15,8.65,0.475,15,M,Azithromycin,1,0.03,S. flexneri,M90T,Sf,100x
2022-05-04,4,M15,1-4-M15,9.73,0.485,15,M,Azithromycin,1,0.03,S. flexneri,M90T,Sf,100x
2022-05-04,4,M15,1-4-M15,10.82,0.497,15,M,Azithromycin,1,0.03,S. flexneri,M90T,Sf,100x
2022-05-04,4,M15,1-4-M15,11.9,0.509,15,M,Azithromycin,1,0.03,S. flexneri,M90T,Sf,100x
2022-05-04,4,M15,1-4-M15,12.98,0.513,15,M,Azithromycin,1,0.03,S. flexneri,M90T,Sf,100x
2022-05-04,4,M15,1-4-M15,14.06,0.52,15,M,Azithromycin,1,0.03,S. flexneri,M90T,Sf,100x
2022-05-04,4,M15,1-4-M15,15.14,0.528,15,M,Azithromycin,1,0.03,S. flexneri,M90T,Sf,100x
2022-05-04,4,M17,1-4-M17,0,0.188,17,M,Azithromycin,1,0.01,S. flexneri,M90T,Sf,100x
2022-05-04,4,M17,1-4-M17,1.08,0.206,17,M,Azithromycin,1,0.01,S. flexneri,M90T,Sf,100x
2022-05-04,4,M17,1-4-M17,2.16,0.241,17,M,Azithromycin,1,0.01,S. flexneri,M90T,Sf,100x
2022-05-04,4,M17,1-4-M17,3.24,0.318,17,M,Azithromycin,1,0.01,S. flexneri,M90T,Sf,100x
2022-05-04,4,M17,1-4-M17,4.32,0.38,17,M,Azithromycin,1,0.01,S. flexneri,M90T,Sf,100x
2022-05-04,4,M17,1-4-M17,5.41,0.417,17,M,Azithromycin,1,0.01,S. flexneri,M90T,Sf,100x
2022-05-04,4,M17,1-4-M17,6.49,0.44,17,M,Azithromycin,1,0.01,S. flexneri,M90T,Sf,100x
2022-05-04,4,M17,1-4-M17,7.57,0.462,17,M,Azithromycin,1,0.01,S. flexneri,M90T,Sf,100x
2022-05-04,4,M17,1-4-M17,8.65,0.479,17,M,Azithromycin,1,0.01,S. flexneri,M90T,Sf,100x
2022-05-04,4,M17,1-4-M17,9.73,0.491,17,M,Azithromycin,1,0.01,S. flexneri,M90T,Sf,100x
2022-05-04,4,M17,1-4-M17,10.82,0.501,17,M,Azithromycin,1,0.01,S. flexneri,M90T,Sf,100x
2022-05-04,4,M17,1-4-M17,11.9,0.514,17,M,Azithromycin,1,0.01,S. flexneri,M90T,Sf,100x
2022-05-04,4,M17,1-4-M17,12.98,0.518,17,M,Azithromycin,1,0.01,S. flexneri,M90T,Sf,100x
2022-05-04,4,M17,1-4-M17,14.06,0.524,17,M,Azithromycin,1,0.01,S. flexneri,M90T,Sf,100x
2022-05-04,4,M17,1-4-M17,15.14,0.532,17,M,Azithromycin,1,0.01,S. flexneri,M90T,Sf,100x
2022-05-04,4,M19,1-4-M19,0,0.19,19,M,Azithromycin,1,0.003,S. flexneri,M90T,Sf,100x
2022-05-04,4,M19,1-4-M19,1.08,0.202,19,M,Azithromycin,1,0.003,S. flexneri,M90T,Sf,100x
2022-05-04,4,M19,1-4-M19,2.16,0.237,19,M,Azithromycin,1,0.003,S. flexneri,M90T,Sf,100x
2022-05-04,4,M19,1-4-M19,3.24,0.305,19,M,Azithromycin,1,0.003,S. flexneri,M90T,Sf,100x
2022-05-04,4,M19,1-4-M19,4.32,0.362,19,M,Azithromycin,1,0.003,S. flexneri,M90T,Sf,100x
2022-05-04,4,M19,1-4-M19,5.41,0.402,19,M,Azithromycin,1,0.003,S. flexneri,M90T,Sf,100x
2022-05-04,4,M19,1-4-M19,6.49,0.432,19,M,Azithromycin,1,0.003,S. flexneri,M90T,Sf,100x
2022-05-04,4,M19,1-4-M19,7.57,0.456,19,M,Azithromycin,1,0.003,S. flexneri,M90T,Sf,100x
2022-05-04,4,M19,1-4-M19,8.65,0.475,19,M,Azithromycin,1,0.003,S. flexneri,M90T,Sf,100x
2022-05-04,4,M19,1-4-M19,9.73,0.489,19,M,Azithromycin,1,0.003,S. flexneri,M90T,Sf,100x
2022-05-04,4,M19,1-4-M19,10.82,0.5,19,M,Azithromycin,1,0.003,S. flexneri,M90T,Sf,100x
2022-05-04,4,M19,1-4-M19,11.9,0.514,19,M,Azithromycin,1,0.003,S. flexneri,M90T,Sf,100x
2022-05-04,4,M19,1-4-M19,12.98,0.518,19,M,Azithromycin,1,0.003,S. flexneri,M90T,Sf,100x
2022-05-04,4,M19,1-4-M19,14.06,0.524,19,M,Azithromycin,1,0.003,S. flexneri,M90T,Sf,100x
2022-05-04,4,M19,1-4-M19,15.14,0.532,19,M,Azithromycin,1,0.003,S. flexneri,M90T,Sf,100x
2022-05-04,4,M21,1-4-M21,0,0.188,21,M,Azithromycin,1,0,S. flexneri,M90T,Sf,100x
2022-05-04,4,M21,1-4-M21,1.08,0.202,21,M,Azithromycin,1,0,S. flexneri,M90T,Sf,100x
2022-05-04,4,M21,1-4-M21,2.16,0.236,21,M,Azithromycin,1,0,S. flexneri,M90T,Sf,100x
2022-05-04,4,M21,1-4-M21,3.24,0.313,21,M,Azithromycin,1,0,S. flexneri,M90T,Sf,100x
2022-05-04,4,M21,1-4-M21,4.32,0.382,21,M,Azithromycin,1,0,S. flexneri,M90T,Sf,100x
2022-05-04,4,M21,1-4-M21,5.41,0.431,21,M,Azithromycin,1,0,S. flexneri,M90T,Sf,100x
2022-05-04,4,M21,1-4-M21,6.49,0.469,21,M,Azithromycin,1,0,S. flexneri,M90T,Sf,100x
2022-05-04,4,M21,1-4-M21,7.57,0.495,21,M,Azithromycin,1,0,S. flexneri,M90T,Sf,100x
2022-05-04,4,M21,1-4-M21,8.65,0.511,21,M,Azithromycin,1,0,S. flexneri,M90T,Sf,100x
2022-05-04,4,M21,1-4-M21,9.73,0.525,21,M,Azithromycin,1,0,S. flexneri,M90T,Sf,100x
2022-05-04,4,M21,1-4-M21,10.82,0.53,21,M,Azithromycin,1,0,S. flexneri,M90T,Sf,100x
2022-05-04,4,M21,1-4-M21,11.9,0.538,21,M,Azithromycin,1,0,S. flexneri,M90T,Sf,100x
2022-05-04,4,M21,1-4-M21,12.98,0.54,21,M,Azithromycin,1,0,S. flexneri,M90T,Sf,100x
2022-05-04,4,M21,1-4-M21,14.06,0.546,21,M,Azithromycin,1,0,S. flexneri,M90T,Sf,100x
2022-05-04,4,M21,1-4-M21,15.14,0.551,21,M,Azithromycin,1,0,S. flexneri,M90T,Sf,100x
2022-05-04,4,M23,1-4-M23,0,0.187,23,M,Azithromycin,1,-1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M23,1-4-M23,1.08,0.193,23,M,Azithromycin,1,-1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M23,1-4-M23,2.16,0.195,23,M,Azithromycin,1,-1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M23,1-4-M23,3.24,0.192,23,M,Azithromycin,1,-1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M23,1-4-M23,4.32,0.19,23,M,Azithromycin,1,-1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M23,1-4-M23,5.41,0.189,23,M,Azithromycin,1,-1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M23,1-4-M23,6.49,0.187,23,M,Azithromycin,1,-1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M23,1-4-M23,7.57,0.187,23,M,Azithromycin,1,-1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M23,1-4-M23,8.65,0.186,23,M,Azithromycin,1,-1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M23,1-4-M23,9.73,0.186,23,M,Azithromycin,1,-1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M23,1-4-M23,10.82,0.186,23,M,Azithromycin,1,-1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M23,1-4-M23,11.9,0.187,23,M,Azithromycin,1,-1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M23,1-4-M23,12.98,0.187,23,M,Azithromycin,1,-1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M23,1-4-M23,14.06,0.186,23,M,Azithromycin,1,-1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M23,1-4-M23,15.14,0.187,23,M,Azithromycin,1,-1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M3,1-4-M3,0,0.196,3,M,Azithromycin,1,30,S. flexneri,M90T,Sf,100x
2022-05-04,4,M3,1-4-M3,1.08,0.2,3,M,Azithromycin,1,30,S. flexneri,M90T,Sf,100x
2022-05-04,4,M3,1-4-M3,2.16,0.202,3,M,Azithromycin,1,30,S. flexneri,M90T,Sf,100x
2022-05-04,4,M3,1-4-M3,3.24,0.204,3,M,Azithromycin,1,30,S. flexneri,M90T,Sf,100x
2022-05-04,4,M3,1-4-M3,4.32,0.206,3,M,Azithromycin,1,30,S. flexneri,M90T,Sf,100x
2022-05-04,4,M3,1-4-M3,5.41,0.21,3,M,Azithromycin,1,30,S. flexneri,M90T,Sf,100x
2022-05-04,4,M3,1-4-M3,6.49,0.215,3,M,Azithromycin,1,30,S. flexneri,M90T,Sf,100x
2022-05-04,4,M3,1-4-M3,7.57,0.223,3,M,Azithromycin,1,30,S. flexneri,M90T,Sf,100x
2022-05-04,4,M3,1-4-M3,8.65,0.236,3,M,Azithromycin,1,30,S. flexneri,M90T,Sf,100x
2022-05-04,4,M3,1-4-M3,9.73,0.252,3,M,Azithromycin,1,30,S. flexneri,M90T,Sf,100x
2022-05-04,4,M3,1-4-M3,10.82,0.268,3,M,Azithromycin,1,30,S. flexneri,M90T,Sf,100x
2022-05-04,4,M3,1-4-M3,11.9,0.287,3,M,Azithromycin,1,30,S. flexneri,M90T,Sf,100x
2022-05-04,4,M3,1-4-M3,12.98,0.306,3,M,Azithromycin,1,30,S. flexneri,M90T,Sf,100x
2022-05-04,4,M3,1-4-M3,14.06,0.322,3,M,Azithromycin,1,30,S. flexneri,M90T,Sf,100x
2022-05-04,4,M3,1-4-M3,15.14,0.338,3,M,Azithromycin,1,30,S. flexneri,M90T,Sf,100x
2022-05-04,4,M5,1-4-M5,0,0.216,5,M,Azithromycin,1,10,S. flexneri,M90T,Sf,100x
2022-05-04,4,M5,1-4-M5,1.08,0.226,5,M,Azithromycin,1,10,S. flexneri,M90T,Sf,100x
2022-05-04,4,M5,1-4-M5,2.16,0.236,5,M,Azithromycin,1,10,S. flexneri,M90T,Sf,100x
2022-05-04,4,M5,1-4-M5,3.24,0.262,5,M,Azithromycin,1,10,S. flexneri,M90T,Sf,100x
2022-05-04,4,M5,1-4-M5,4.32,0.292,5,M,Azithromycin,1,10,S. flexneri,M90T,Sf,100x
2022-05-04,4,M5,1-4-M5,5.41,0.323,5,M,Azithromycin,1,10,S. flexneri,M90T,Sf,100x
2022-05-04,4,M5,1-4-M5,6.49,0.359,5,M,Azithromycin,1,10,S. flexneri,M90T,Sf,100x
2022-05-04,4,M5,1-4-M5,7.57,0.387,5,M,Azithromycin,1,10,S. flexneri,M90T,Sf,100x
2022-05-04,4,M5,1-4-M5,8.65,0.401,5,M,Azithromycin,1,10,S. flexneri,M90T,Sf,100x
2022-05-04,4,M5,1-4-M5,9.73,0.409,5,M,Azithromycin,1,10,S. flexneri,M90T,Sf,100x
2022-05-04,4,M5,1-4-M5,10.82,0.416,5,M,Azithromycin,1,10,S. flexneri,M90T,Sf,100x
2022-05-04,4,M5,1-4-M5,11.9,0.419,5,M,Azithromycin,1,10,S. flexneri,M90T,Sf,100x
2022-05-04,4,M5,1-4-M5,12.98,0.418,5,M,Azithromycin,1,10,S. flexneri,M90T,Sf,100x
2022-05-04,4,M5,1-4-M5,14.06,0.422,5,M,Azithromycin,1,10,S. flexneri,M90T,Sf,100x
2022-05-04,4,M5,1-4-M5,15.14,0.43,5,M,Azithromycin,1,10,S. flexneri,M90T,Sf,100x
2022-05-04,4,M7,1-4-M7,0,0.22,7,M,Azithromycin,1,3,S. flexneri,M90T,Sf,100x
2022-05-04,4,M7,1-4-M7,1.08,0.232,7,M,Azithromycin,1,3,S. flexneri,M90T,Sf,100x
2022-05-04,4,M7,1-4-M7,2.16,0.259,7,M,Azithromycin,1,3,S. flexneri,M90T,Sf,100x
2022-05-04,4,M7,1-4-M7,3.24,0.321,7,M,Azithromycin,1,3,S. flexneri,M90T,Sf,100x
2022-05-04,4,M7,1-4-M7,4.32,0.379,7,M,Azithromycin,1,3,S. flexneri,M90T,Sf,100x
2022-05-04,4,M7,1-4-M7,5.41,0.42,7,M,Azithromycin,1,3,S. flexneri,M90T,Sf,100x
2022-05-04,4,M7,1-4-M7,6.49,0.446,7,M,Azithromycin,1,3,S. flexneri,M90T,Sf,100x
2022-05-04,4,M7,1-4-M7,7.57,0.466,7,M,Azithromycin,1,3,S. flexneri,M90T,Sf,100x
2022-05-04,4,M7,1-4-M7,8.65,0.475,7,M,Azithromycin,1,3,S. flexneri,M90T,Sf,100x
2022-05-04,4,M7,1-4-M7,9.73,0.482,7,M,Azithromycin,1,3,S. flexneri,M90T,Sf,100x
2022-05-04,4,M7,1-4-M7,10.82,0.484,7,M,Azithromycin,1,3,S. flexneri,M90T,Sf,100x
2022-05-04,4,M7,1-4-M7,11.9,0.502,7,M,Azithromycin,1,3,S. flexneri,M90T,Sf,100x
2022-05-04,4,M7,1-4-M7,12.98,0.504,7,M,Azithromycin,1,3,S. flexneri,M90T,Sf,100x
2022-05-04,4,M7,1-4-M7,14.06,0.504,7,M,Azithromycin,1,3,S. flexneri,M90T,Sf,100x
2022-05-04,4,M7,1-4-M7,15.14,0.506,7,M,Azithromycin,1,3,S. flexneri,M90T,Sf,100x
2022-05-04,4,M9,1-4-M9,0,0.198,9,M,Azithromycin,1,1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M9,1-4-M9,1.08,0.217,9,M,Azithromycin,1,1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M9,1-4-M9,2.16,0.246,9,M,Azithromycin,1,1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M9,1-4-M9,3.24,0.312,9,M,Azithromycin,1,1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M9,1-4-M9,4.32,0.377,9,M,Azithromycin,1,1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M9,1-4-M9,5.41,0.423,9,M,Azithromycin,1,1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M9,1-4-M9,6.49,0.46,9,M,Azithromycin,1,1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M9,1-4-M9,7.57,0.482,9,M,Azithromycin,1,1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M9,1-4-M9,8.65,0.499,9,M,Azithromycin,1,1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M9,1-4-M9,9.73,0.505,9,M,Azithromycin,1,1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M9,1-4-M9,10.82,0.508,9,M,Azithromycin,1,1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M9,1-4-M9,11.9,0.515,9,M,Azithromycin,1,1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M9,1-4-M9,12.98,0.517,9,M,Azithromycin,1,1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M9,1-4-M9,14.06,0.522,9,M,Azithromycin,1,1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M9,1-4-M9,15.14,0.52,9,M,Azithromycin,1,1,S. flexneri,M90T,Sf,100x
